2019-07-25 09:08:12 [INFO] pandownload version: 2.1.2
2019-07-25 09:08:14 [INFO] aria2 websocket connection opened (127.0.0.1:36975)
2019-07-25 09:08:14 [INFO] aria2 version: 1.34.0
2019-07-25 09:08:14 [INFO] aria2 json-rpc path: http://token:pandownload@127.0.0.1:36975/jsonrpc
2019-07-25 09:08:14 [INFO] create main window
2019-07-25 09:08:14 [INFO] verify cookie (638)
2019-07-25 09:08:16 [INFO] user login success (3694736204): 满载的菠萝
2019-07-25 09:46:50 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-25 09:47:40 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-25 09:48:00 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:48:50 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-25 09:49:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:49:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:50:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:50:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:50:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:51:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:51:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:51:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:52:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:52:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:52:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:53:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:53:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:53:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:54:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:54:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:54:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:55:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:55:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:55:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:56:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:56:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:56:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:57:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:57:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:57:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:58:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:58:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:58:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:59:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:59:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 09:59:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:00:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:00:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:00:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:01:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:01:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:01:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:02:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:02:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:02:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:03:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:03:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:03:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:04:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:04:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:04:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:05:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:05:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:05:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:06:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:06:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:06:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:07:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:07:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:07:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:08:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:08:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:08:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:09:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:09:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:09:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:10:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:10:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:10:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:11:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:11:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:11:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:12:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:12:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:12:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:13:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:13:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:13:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:14:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:14:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:14:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:15:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:15:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:15:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:16:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:16:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:16:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:17:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:17:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:17:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:18:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:18:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:18:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:19:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:19:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:19:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:20:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:20:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:20:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:21:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:21:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:21:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:22:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:22:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:22:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:23:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:23:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:23:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:24:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:24:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:24:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:25:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:25:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:25:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:26:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:26:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:26:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:27:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:27:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:27:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:28:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:28:30 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:28:50 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:29:10 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:29:31 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:29:51 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:30:11 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:30:31 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:30:51 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:31:11 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:31:31 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:31:51 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:32:11 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:32:31 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:32:51 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:33:11 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:33:31 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:33:51 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:34:11 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:34:31 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:34:51 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:35:11 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:35:31 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:35:51 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:36:11 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:36:31 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:36:51 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:37:11 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:37:31 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:37:51 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:38:11 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:38:31 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:38:51 [WARN] request error (0x100000006): https://pan.baidu.com/api/quota 
2019-07-25 10:42:19 [WARN] request error (0x200000001): https://pan.baidu.com/api/quota {"errno":1,"request_id":4764873290697322939}
2019-07-25 11:04:24 [WARN] request error (0x200000001): https://pan.baidu.com/api/quota {"errno":1,"request_id":4765228889060714033}
2019-07-25 14:19:01 [WARN] request error (0x10000001c): https://pan.baidu.com/api/quota 
2019-07-25 15:51:01 [WARN] ID#1 - No URI available.(2) FILE="D:/BaiduNetdiskDownload/B2GOTYCNv1.81.7z" SIZE="12827458"
2019-07-25 15:54:47 [WARN] ID#1 - No URI available.(2) FILE="D:/BaiduNetdiskDownload/B2GOTYCNv1.81.7z" SIZE="12827458"
2019-07-25 15:59:50 [WARN] ID#1 - No URI available.(2) FILE="D:/BaiduNetdiskDownload/B2GOTYCNv1.81.7z" SIZE="12827458"
2019-07-25 16:04:48 [WARN] ID#1 - No URI available.(2) FILE="D:/BaiduNetdiskDownload/B2GOTYCNv1.81.7z" SIZE="12827458"
2019-07-25 16:11:28 [WARN] ID#1 - No URI available.(2) FILE="D:/BaiduNetdiskDownload/B2GOTYCNv1.81.7z" SIZE="12827458"
2019-07-25 16:15:52 [WARN] ID#1 - No URI available.(2) FILE="D:/BaiduNetdiskDownload/B2GOTYCNv1.81.7z" SIZE="12827458"
2019-07-25 16:20:52 [WARN] ID#1 - No URI available.(2) FILE="D:/BaiduNetdiskDownload/B2GOTYCNv1.81.7z" SIZE="12827458"
2019-07-25 16:25:55 [WARN] ID#1 - No URI available.(2) FILE="D:/BaiduNetdiskDownload/B2GOTYCNv1.81.7z" SIZE="12827458"
2019-07-25 17:18:57 [INFO] close main window
2019-07-25 17:18:57 [WARN] aria2 websocket connection closed (127.0.0.1:36975), code: 1000 (Normal close), reason: aria2 shutdown
2019-07-25 17:18:58 [INFO] websocket client stop
2019-07-25 17:18:58 [INFO] exit
